x,y,z
-9.69657,1.02942,38.0942
-8.63259,1.88881,36.9589
-7.598,2.54754,35.808
-6.60773,3.03417,34.6697
-5.67254,3.37792,33.563
-4.7994,3.60664,32.4993
-3.99212,3.74557,31.4847
-3.25188,3.81675,30.5212
-2.57782,3.8389,29.6081
-1.96752,3.82755,28.7432
-1.41748,3.79537,27.9234
-0.923441,3.75248,27.1452
-0.48068,3.70688,26.4053
-0.0842647,3.66483,25.7003
0.270794,3.6311,25.0275
0.58941,3.60935,24.3844
0.876329,3.60232,23.7689
1.13607,3.61205,23.1794
1.3729,3.64005,22.6144
1.59078,3.68745,22.0729
1.79341,3.75512,21.5543
1.98421,3.84375,21.0579
2.16633,3.95392,20.5837
2.34266,4.08618,20.1315
2.51589,4.24105,19.7016
2.68848,4.41911,19.2943
2.86275,4.62099,18.9104
3.04082,4.84736,18.5507
3.2247,5.09898,18.2162
3.41629,5.37665,17.9085
3.61736,5.68125,17.6291
3.82962,6.01363,17.38
4.05469,6.37466,17.1636
4.29412,6.76515,16.9825
4.54937,7.18576,16.84
4.82184,7.63697,16.7395
5.11281,8.11895,16.6851
5.42343,8.63144,16.6814
5.75471,9.17365,16.7335
6.10744,9.74403,16.8467
6.48216,10.3401,17.0272
6.87904,10.9584,17.2813
7.29786,11.5937,17.6154
7.73786,12.2397,18.0361
8.19764,12.8878,18.5497
8.67503,13.5275,19.1615
9.16695,14.1461,19.8759
9.66931,14.7287,20.6954
10.1769,15.2581,21.62
10.6832,15.7156,22.6462
11.1806,16.0809,23.7668
11.6601,16.3338,24.9697
12.1118,16.4547,26.2375
12.525,16.4264,27.5479
12.8884,16.2358,28.8732
13.1908,15.8752,30.182
13.4219,15.3437,31.44
13.5724,14.6486,32.6125
13.6351,13.8051,33.6665
13.6053,12.836,34.5729
13.4812,11.7704,35.309
13.2641,10.6415,35.8597
12.9587,9.48422,36.2188
12.5722,8.33273,36.3882
12.1144,7.21806,36.3776
11.597,6.16636,36.203
11.0326,5.19782,35.8842
10.4344,4.32629,35.4437
9.8152,3.5595,34.9043
9.18713,2.89972,34.2879
8.56115,2.34478,33.6147
7.94678,1.88916,32.902
7.35202,1.525,32.1646
6.78325,1.24309,31.4143
6.24537,1.03364,30.6605
5.74185,0.886897,29.9102
5.27494,0.793549,29.1686
4.8458,0.745031,28.4393
4.45475,0.733684,27.7247
4.10135,0.752825,27.0264
3.78465,0.796753,26.3452
3.50326,0.86071,25.6817
3.25555,0.940817,25.0358
3.03969,1.03399,24.4076
2.85377,1.13785,23.7969
2.69587,1.25063,23.2033
2.56411,1.37113,22.6267
2.45669,1.49858,22.0668
2.37195,1.63262,21.5234
2.30834,1.77321,20.9963
2.26449,1.92062,20.4854
2.23919,2.07534,19.9907
2.23141,2.23807,19.5122
2.24027,2.40969,19.05
2.26509,2.59125,18.6043
2.30536,2.78392,18.1753
2.36071,2.98902,17.7634
2.43098,3.20795,17.3692
2.51612,3.44225,16.9933
2.61627,3.69355,16.6364
2.73169,3.96357,16.2996
2.86281,4.25413,15.9841
3.01017,4.56712,15.6912
3.17445,4.90448,15.4228
3.35646,5.26821,15.1808
3.55712,5.66033,14.9677
3.77746,6.08281,14.7862
4.01858,6.53758,14.6398
4.28166,7.02639,14.5323
4.56794,7.5508,14.468
4.87864,8.11196,14.4523
5.21499,8.71057,14.4908
5.57812,9.34661,14.5903
5.96899,10.0192,14.758
6.38835,10.7261,15.0021
6.83661,11.4639,15.3314
7.31368,12.2269,15.7551
7.81889,13.0074,16.2827
8.35074,13.7951,16.9238
8.90675,14.5764,17.6868
9.48322,15.3345,18.5791
10.075,16.0491,19.6055
10.6755,16.6966,20.7671
11.2761,17.2502,22.0607
11.8666,17.6813,23.4766
12.4347,17.9604,24.998
12.9669,18.0598,26.6004
13.4482,17.9551,28.2506
13.8631,17.6287,29.9083
14.1964,17.0724,31.5271
14.4339,16.2889,33.0575
14.5639,15.294,34.4504
14.5777,14.1155,35.6611
14.4707,12.7926,36.6535
14.2428,11.3718,37.4024
13.8988,9.90389,37.8964
13.4475,8.43902,38.1371
12.9019,7.0229,38.1385
12.2773,5.69367,37.9244
11.5911,4.48003,37.5248
10.861,3.4006,36.9729
10.1046,2.46447,36.3025
9.33815,1.67253,35.5448
8.576,1.01918,34.7277
7.83051,0.494226,33.8745
7.1117,0.0846134,33.0039
6.42731,-0.224125,32.1304
5.78295,-0.446713,31.2644
5.18231,-0.597322,30.4133
4.62745,-0.689041,29.5817
4.11904,-0.733583,28.7725
3.65662,-0.741157,27.987
3.23893,-0.720466,27.2256
2.86402,-0.678784,26.4881
2.52952,-0.622074,25.7738
2.23278,-0.555139,25.0817
1.97099,-0.481764,24.411
1.74128,-0.404869,23.7605
1.54083,-0.326645,23.1293
1.36689,-0.248679,22.5166
1.21687,-0.172058,21.9214
1.08832,-0.0974713,21.343
0.978992,-0.0252861,20.7807
0.886813,0.0443836,20.234
0.809917,0.111621,19.7022
0.746628,0.17666,19.1849
0.695458,0.239852,18.6815
0.6551,0.301633,18.1917
0.624413,0.362503,17.7151
0.602417,0.423012,17.2513
0.588278,0.483746,16.8
0.5813,0.54532,16.3609
0.580912,0.608373,15.9337
0.586659,0.673566,15.5181
0.598195,0.741586,15.1139
0.615271,0.813144,14.7208
0.637733,0.888981,14.3387
0.665512,0.969875,13.9674
0.698624,1.05664,13.6067
0.73716,1.15015,13.2564
0.781291,1.25132,12.9166
0.831261,1.36116,12.5871
0.887389,1.48071,12.2679
0.95007,1.61115,11.9591
1.01978,1.75373,11.6607
1.09706,1.9098,11.373
1.18255,2.08086,11.0962
1.27698,2.26854,10.8306
1.38115,2.47461,10.5767
1.49599,2.70101,10.3351
1.62251,2.94986,10.1066
1.76186,3.22346,9.89215
1.91527,3.52433,9.69303
2.08415,3.85517,9.51075
2.27001,4.21892,9.34718
2.47451,4.61871,9.20462
2.69948,5.05788,9.08587
2.94687,5.53991,8.99436
3.21882,6.06845,8.93419
3.51758,6.64716,8.91034
3.84555,7.27968,8.92878
4.20525,7.96945,8.99661
4.59926,8.71949,9.12228
5.03016,9.53216,9.31574
5.50048,10.4088,9.58857
6.01255,11.349,9.95418
6.56836,12.3506,10.4278
7.16935,13.4081,11.0264
7.81615,14.5124,11.7687
8.5082,15.6496,12.674
9.24342,16.7996,13.7622
10.0177,17.9354,15.0515
10.8243,19.0221,16.5571
11.6534,20.0164,18.2882
12.4918,20.867,20.2451
13.322,21.5165,22.4152
14.1229,21.9045,24.77
14.8695,21.9723,27.2621
15.5338,21.67,29.8247
16.0869,20.9643,32.373
16.5001,19.8451,34.8092
16.7482,18.332,37.0318
16.8116,16.475,38.9452
16.6786,14.3525,40.4723
16.3474,12.0627,41.5628
15.826,9.71294,42.1992
15.132,7.40701,42.3966
14.2904,5.23442,42.1978
13.3315,3.26302,41.6651
12.2877,1.53586,40.8704
11.1917,0.0720674,39.8864
10.0733,-1.12936,38.78
8.9592,-2.08444,37.6075
7.8711,-2.81884,36.4135
6.82611,-3.36315,35.2307
5.83667,-3.74928,34.0812
4.91104,-4.00789,32.9787
4.05391,-4.16689,31.9302
3.26703,-4.25074,30.9381
2.54984,-4.28017,30.0018
1.90002,-4.27239,29.1187
1.314,-4.2414,28.2852
0.787358,-4.19836,27.4973
0.315147,-4.1521,26.7513
-0.107852,-4.10944,26.0433
-0.486931,-4.07565,25.3701
-0.827313,-4.05469,24.729
-1.13405,-4.04953,24.1176
-1.41197,-4.06238,23.534
-1.6656,-4.09486,22.9768
-1.89918,-4.14815,22.4447
-2.11665,-4.22316,21.9371
-2.32164,-4.32056,21.4534
-2.5175,-4.4409,20.9935
-2.7073,-4.58467,20.5574
-2.89388,-4.75235,20.1455
-3.07983,-4.94439,19.7583
-3.26756,-5.16129,19.3966
-3.45929,-5.40359,19.0615
-3.65708,-5.67183,18.7543
-3.86285,-5.96659,18.4767
-4.0784,-6.28842,18.2305
-4.3054,-6.63785,18.0181
-4.54539,-7.0153,17.8421
-4.79984,-7.42104,17.7054
-5.07005,-7.8551,17.6114
-5.35722,-8.31719,17.564
-5.66236,-8.80659,17.5673
-5.9863,-9.32199,17.626
-6.32965,-9.86138,17.745
-6.6927,-10.4218,17.9297
-7.07539,-10.9994,18.1856
-7.47724,-11.5887,18.5182
-7.89724,-12.183,18.9327
-8.33374,-12.774,19.4342
-8.78438,-13.3516,20.0265
-9.24596,-13.9035,20.7124
-9.71436,-14.4162,21.4928
-10.1844,-14.8741,22.366
-10.6501,-15.2606,23.3275
-11.104,-15.5583,24.369
-11.5381,-15.7502,25.4782
-11.9433,-15.8203,26.6384
-12.3102,-15.7551,27.8287
-12.629,-15.5448,29.0244
-12.8903,-15.1848,30.1975
-13.0852,-14.6761,31.3186
-13.2062,-14.0265,32.3583
-13.2477,-13.2503,33.2888
-13.206,-12.3679,34.0864
-13.0801,-11.4045,34.7323
-12.8718,-10.3884,35.2146
-12.5853,-9.34927,35.5281
-12.2272,-8.31583,35.6747
-11.8062,-7.31429,35.6626
-11.3324,-6.36687,35.5048
-10.8169,-5.49094,35.218
-10.271,-4.69873,34.8209
-9.70609,-3.99743,34.3325
-9.1327,-3.38971,33.7718
-8.56054,-2.87448,33.156
-7.99812,-2.44772,32.5004
-7.45264,-2.10333,31.8182
-6.92999,-1.83393,31.1202
-6.43475,-1.63147,30.4152
-5.97027,-1.48778,29.71
-5.53884,-1.39497,29.0098
-5.1418,-1.34567,28.3184
-4.77968,-1.33322,27.6386
-4.45238,-1.35173,26.9723
-4.15927,-1.39614,26.3208
-3.89936,-1.4622,25.6849
-3.67138,-1.5464,25.0651
-3.47386,-1.64595,24.4617
-3.30527,-1.75869,23.8749
-3.16402,-1.88303,23.3047
-3.04856,-2.01786,22.7511
-2.9574,-2.16255,22.2143
-2.88915,-2.31679,21.6943
-2.84253,-2.48063,21.1912
-2.81642,-2.65441,20.7052
-2.80983,-2.83867,20.2365
-2.82194,-3.0342,19.7856
-2.85209,-3.24195,19.3527
-2.89977,-3.46301,18.9386
-2.96465,-3.69864,18.5438
-3.04653,-3.9502,18.1692
-3.14539,-4.21914,17.8158
-3.26134,-4.50701,17.4849
-3.39463,-4.81541,17.1778
-3.54565,-5.146,16.8962
-3.71489,-5.50045,16.6423
-3.90298,-5.88039,16.4182
-4.11062,-6.28743,16.2266
-4.33861,-6.72303,16.0708
-4.5878,-7.18848,15.9542
-4.85905,-7.68482,15.8809
-5.15324,-8.21267,15.8556
-5.4712,-8.77216,15.8835
-5.81365,-9.36274,15.9704
-6.18117,-9.98298,16.1226
-6.57407,-10.6303,16.3471
-6.99235,-11.301,16.651
-7.43556,-11.9893,17.0419
-7.90265,-12.6879,17.5275
-8.3919,-13.3871,18.1148
-8.90067,-14.0748,18.8101
-9.42532,-14.7362,19.6184
-9.96102,-15.3538,20.5421
-10.5016,-15.9079,21.5808
-11.0395,-16.3763,22.73
-11.5657,-16.7361,23.9802
-12.0699,-16.9638,25.3163
-12.5405,-17.0378,26.7169
-12.9651,-16.9395,28.1545
-13.3311,-16.6556,29.5959
-13.626,-16.1802,31.0038
-13.8384,-15.5159,32.3384
-13.9587,-14.6748,33.5606
-13.9798,-13.6787,34.6342
-13.8977,-12.5576,35.5292
-13.7122,-11.3477,36.2241
-13.4265,-10.0888,36.7071
-13.0475,-8.82094,36.9767
-12.585,-7.5817,37.041
-12.0513,-6.40348,36.916
-11.4602,-5.31201,36.6235
-10.8266,-4.3255,36.189
-10.1648,-3.45474,35.6389
-9.48901,-2.70378,34.9989
-8.81178,-2.07109,34.2928
-8.1443,-1.55081,33.5413
-7.49591,-1.13416,32.7618
-6.87416,-0.81053,31.9682
-6.28482,-0.568543,31.1714
-5.73202,-0.396775,30.3795
-5.21844,-0.284312,29.5982
-4.74548,-0.221101,28.8316
-4.31353,-0.198153,28.0822
-3.92213,-0.207629,27.3513
-3.57017,-0.242841,26.6399
-3.25608,-0.298204,25.9479
-2.97792,-0.36915,25.2753
-2.73359,-0.452024,24.6217
-2.52086,-0.54398,23.9867
-2.33747,-0.642875,23.3697
-2.18121,-0.747163,22.7702
-2.04997,-0.855809,22.1877
-1.94174,-0.968208,21.6218
-1.85468,-1.08411,21.072
-1.7871,-1.20357,20.538
-1.7375,-1.32688,20.0196
-1.70456,-1.45455,19.5164
-1.68715,-1.58726,19.0282
-1.6843,-1.72584,18.5551
-1.69523,-1.87124,18.0968
-1.71933,-2.02455,17.6534
-1.75615,-2.18695,17.2249
-1.80542,-2.35971,16.8116
-1.86699,-2.54423,16.4136
-1.94089,-2.74197,16.0313
-2.02728,-2.95453,15.6652
-2.12647,-3.18358,15.3159
-2.23888,-3.43092,14.984
-2.36509,-3.69844,14.6707
-2.5058,-3.98814,14.377
-2.66185,-4.30213,14.1043
-2.8342,-4.64261,13.8544
-3.02392,-5.01188,13.6293
-3.23221,-5.41228,13.4315
-3.46038,-5.84619,13.2639
-3.70986,-6.31598,13.1299
-3.98212,-6.82392,13.0337
-4.27875,-7.37211,12.98
-4.60133,-7.96235,12.9743
-4.95148,-8.59598,13.0231
-5.33073,-9.27368,13.1336
-5.74051,-9.99522,13.3143
-6.18203,-10.7591,13.5744
-6.65616,-11.5623,13.9241
-7.1633,-12.3996,14.3748
-7.7032,-13.2633,14.9379
-8.27478,-14.1425,15.6254
-8.87581,-15.0229,16.4487
-9.50275,-15.8857,17.418
-10.1504,-16.7079,18.541
-10.8115,-17.4618,19.8215
-11.477,-18.1159,21.258
-12.1351,-18.6351,22.8417
-12.7719,-18.9829,24.555
-13.3716,-19.124,26.37
-13.9163,-19.027,28.2484
-14.3874,-18.6682,30.1414
-14.7664,-18.0356,31.9926
-15.0359,-17.1319,33.7409
-15.1813,-15.9758,35.3252
-15.192,-14.6026,36.6906
-15.0625,-13.0616,37.7928
-14.7929,-11.4121,38.6029
-14.3893,-9.71776,39.1095
-13.8632,-8.04051,39.3185
-13.2307,-6.43556,39.2512
-12.511,-4.94732,38.9405
-11.7252,-3.60739,38.4263
-10.8945,-2.43424,37.7512
-10.0397,-1.4344,36.9566
-9.17935,-0.604659,36.0799
-8.32974,0.0654964,35.153
-7.50431,0.59132,34.2017
-6.71367,0.990634,33.2458
-5.96562,1.28208,32.2995
-5.26551,1.48388,31.3727
-4.61646,1.61297,30.4716
-4.01979,1.68457,29.5994
-3.47532,1.71196,28.7577
-2.98173,1.70645,27.9465
-2.53684,1.6775,27.1651
-2.13785,1.63287,26.4121
-1.78158,1.57881,25.6861
-1.46461,1.52031,24.9854
-1.18343,1.46123,24.3085
-0.934524,1.40457,23.6539
-0.71449,1.35255,23.0203
-0.520053,1.30682,22.4065
-0.348117,1.26856,21.8114
-0.195788,1.23859,21.2341
-0.0603843,1.21744,20.6738
0.0605643,1.20548,20.1298
0.169318,1.20292,19.6015
0.26794,1.2099,19.0883
0.358306,1.22651,18.5898
0.442122,1.25284,18.1055
0.520942,1.28899,17.6351
0.596182,1.33511,17.1783
0.669141,1.3914,16.7348
0.741018,1.45815,16.3043
0.812926,1.53571,15.8868
0.885913,1.62455,15.4819
0.960977,1.72522,15.0898
1.03908,1.83841,14.7103
1.12116,1.96492,14.3435
1.20814,2.10567,13.9894
1.30098,2.26172,13.6483
1.40061,2.43429,13.3205
1.50805,2.62472,13.0063
1.6243,2.83455,12.7062
1.75047,3.06546,12.4209
1.88769,3.3193,12.1514
2.03721,3.59813,11.8986
2.20033,3.90415,11.6639
2.37846,4.23977,11.4489
2.57311,4.60756,11.2557
2.78591,5.01026,11.0866
3.01858,5.45071,10.9446
3.27297,5.9319,10.8332
3.55103,6.4568,10.7567
3.85482,7.02835,10.7199
4.18646,7.64934,10.729
4.54812,8.3222,10.7907
4.94199,9.04881,10.9134
5.37017,9.83024,11.1064
5.83462,10.6663,11.3807
6.33702,11.5553,11.7485
6.87861,12.4932,12.2234
7.46001,13.473,12.8204
8.08095,14.4843,13.5552
8.73997,15.5121,14.4437
9.43408,16.536,15.5012
10.1584,17.5298,16.7409
10.9055,18.4609,18.1721
11.6656,19.2902,19.798
12.4256,19.9731,21.6133
13.1692,20.4615,23.6011
13.8771,20.7065,25.7312
14.5273,20.6632,27.958
15.0961,20.2956,30.2212
15.5592,19.5826,32.4478
15.8935,18.5232,34.5567
16.0792,17.1394,36.466
16.1017,15.4769,38.1007
15.9529,13.6021,39.4015
15.6328,11.5956,40.3307
15.1494,9.5438,40.8761
14.5179,7.52975,41.0504
13.7597,5.6254,40.8874
12.9,3.88608,40.4359
11.9661,2.34814,39.753
10.9853,1.02942,38.8968
9.98306,-0.0682416,37.9217
8.98204,-0.955344,36.875
8.0013,-1.65073,35.7947
7.05605,-2.17802,34.71
6.15768,-2.56264,33.6418
5.31407,-2.82974,32.6037
4.53005,-3.00279,31.6041
3.80787,-3.10277,30.6469
3.14768,-3.14791,29.7333
2.54804,-3.15361,28.8625
2.00631,-3.13263,28.0325
1.51898,-3.09536,27.2408
1.08202,-3.05012,26.4847
0.691066,-3.0035,25.7614
0.341604,-2.96061,25.0684
0.0291345,-2.9254,24.4035
-0.250745,-2.90087,23.7646
-0.502266,-2.88927,23.1501
-0.729443,-2.89228,22.5585
-0.936047,-2.91117,21.9888
-1.1256,-2.94687,21.44
-1.30135,-3.00013,20.9115
-1.46632,-3.07155,20.4027
-1.62328,-3.16168,19.9133
-1.77481,-3.27103,19.4433
-1.92329,-3.40018,18.9925
-2.0709,-3.54973,18.5612
-2.21971,-3.72037,18.1497
-2.37166,-3.9129,17.7586
-2.52856,-4.12821,17.3885
-2.69216,-4.36733,17.0403
-2.86414,-4.63136,16.7152
-3.04614,-4.92155,16.4147
-3.23975,-5.23919,16.1402
-3.44655,-5.58568,15.894
-3.66809,-5.96243,15.6785
-3.90593,-6.37083,15.4963
-4.16158,-6.81221,15.3508
-4.43655,-7.28775,15.2459
-4.7323,-7.79839,15.1859
-5.05022,-8.34469,15.1759
-5.3916,-8.9267,15.2214
-5.75759,-9.54374,15.3289
-6.1491,-10.1942,15.5053
-6.56676,-10.8753,15.7583
-7.01081,-11.5828,16.0959
-7.48096,-12.3104,16.5268
-7.97626,-13.05,17.0592
-8.49496,-13.7907,17.7013
-9.03431,-14.5189,18.4603
-9.59036,-15.218,19.3416
-10.1578,-15.8682,20.3481
-10.7299,-16.4472,21.4792
-11.2982,-16.9301,22.7294
-11.8527,-17.2908,24.0878
-12.3817,-17.5032,25.5365
-12.8725,-17.5432,27.0507
-13.3112,-17.391,28.5985
-13.6838,-17.0329,30.1417
-13.9766,-16.4642,31.6377
-14.1775,-15.6905,33.0417
-14.2763,-14.7282,34.3105
-14.2661,-13.6048,35.4053
-14.1436,-12.3566,36.2953
-13.9097,-11.0261,36.96
-13.5693,-9.65869,37.3906
-13.1311,-8.29879,37.5899
-12.6073,-6.98662,37.5712
-12.0121,-5.75556,37.356
-11.3614,-4.63073,36.9712
-10.6714,-3.62847,36.4465
-9.95793,-2.75687,35.8115
-9.23584,-2.01686,35.0944
-8.51822,-1.40371,34.3201
-7.81635,-0.908607,33.5096
-7.1394,-0.520148,32.68
-6.49455,-0.225602,31.8447
-5.88706,-0.0119142,31.0137
-5.32043,0.13357,30.194
-4.7967,0.222618,29.3904
-4.31664,0.265826,28.6059
-3.87998,0.272487,27.8422
-3.48568,0.250568,27.1
-3.1321,0.206758,26.3793
-2.81717,0.146563,25.68
-2.53854,0.0744253,25.0013
-2.29373,-0.00614764,24.3425
-2.08018,-0.092459,23.703
-1.89535,-0.182501,23.082
-1.73681,-0.274846,22.4787
-1.60221,-0.368549,21.8925
-1.48938,-0.463062,21.3227
-1.39631,-0.558161,20.7689
-1.32117,-0.653888,20.2305
-1.26234,-0.750497,19.707
-1.21835,-0.848415,19.1982
-1.18796,-0.948211,18.7037
-1.17007,-1.05057,18.2231
-1.16378,-1.15627,17.7563
-1.16835,-1.26617,17.303
-1.18318,-1.38122,16.863
-1.20784,-1.50244,16.4363
-1.24202,-1.63089,16.0227
-1.28558,-1.76774,15.6223
-1.33846,-1.91421,15.235
-1.40078,-2.07161,14.861
-1.47272,-2.24135,14.5005
-1.55463,-2.42492,14.1538
-1.64695,-2.62392,13.8212
-1.75023,-2.84007,13.5033
-1.86516,-3.07521,13.2007
-1.99253,-3.33131,12.9143
-2.13324,-3.61048,12.6451
-2.28834,-3.91499,12.3944
-2.45898,-4.24723,12.1638
-2.64644,-4.60973,11.9552
-2.85213,-5.00517,11.771
-3.07758,-5.43631,11.614
-3.32444,-5.90598,11.4874
-3.59449,-6.41703,11.3954
-3.88959,-6.97224,11.3427
-4.21168,-7.57421,11.3349
-4.56276,-8.2252,11.3786
-4.94483,-8.92697,11.4814
-5.35982,-9.68045,11.6522
-5.80952,-10.4855,11.9012
-6.29547,-11.3404,12.2398
-6.8188,-12.2414,12.6807
-7.38005,-13.1821,13.2377
-7.97896,-14.1528,13.9254
-8.61415,-15.1397,14.7584
-9.28288,-16.1242,15.7511
-9.98059,-17.0824,16.9156
-10.7006,-17.9842,18.261
-11.4338,-18.7941,19.7906
-12.1682,-19.4713,21.5003
-12.889,-19.9714,23.3758
-13.5783,-20.249,25.3907
-14.216,-20.2617,27.5049
-14.7799,-19.9746,29.6645
-15.2474,-19.3654,31.8036
-15.5965,-18.4291,33.8481
-15.8081,-17.1815,35.7217
-15.8671,-15.6602,37.3528
-15.7648,-13.9222,38.6822
-15.4992,-12.0394,39.6695
-15.0759,-10.0909,40.2965
-14.5075,-8.15525,40.5683
-13.8125,-6.30256,40.5106
-13.0137,-4.58928,40.1645
-12.1362,-3.05496,39.5807
-11.2059,-1.72195,38.813
-10.2474,-0.597098,37.9132
-9.28283,0.325291,36.9276
-8.33155,1.0599,35.8948
-7.40917,1.627,34.8453
-6.52777,2.04959,33.8016
-5.69607,2.35117,32.7792
-4.91975,2.55423,31.788
-4.20192,2.67927,30.8337
-3.54352,2.74439,29.9188
-2.94385,2.76511,29.0434
-2.40088,2.75446,28.2065
-1.91168,2.72315,27.4061
-1.47264,2.67987,26.6399
-1.0798,2.63154,25.9055
-0.728962,2.5836,25.2007
-0.415876,2.54028,24.5231
-0.13635,2.50481,23.871
0.113681,2.47963,23.2427
0.338096,2.46656,22.6366
0.540553,2.46695,22.0517
0.724474,2.48181,21.4869
0.893039,2.51191,20.9415
1.04919,2.55783,20.4147
1.19563,2.62008,19.9062
1.33488,2.69912,19.4156
1.46922,2.79544,18.9427
1.6008,2.90954,18.4875
1.73161,3.04201,18.0499
1.86348,3.19354,17.6303
1.99818,3.3649,17.2288
2.13737,3.55702,16.8461
2.28264,3.77093,16.4826
2.43554,4.00782,16.1394
2.5976,4.26897,15.8175
2.77031,4.55584,15.5181
2.9552,4.86997,15.2429
3.15377,5.213,14.9937
3.36756,5.58667,14.7728
3.59812,5.99272,14.583
3.84701,6.4329,14.4275
4.11582,6.90887,14.3099
4.40614,7.4221,14.2346
4.71953,7.97381,14.2065
5.05749,8.56477,14.2316
5.42143,9.19512,14.3162
5.81261,9.8642,14.4676
6.23204,10.5702,14.6941
6.6804,11.3099,15.0045
7.15793,12.0783,15.4082
7.66423,12.8681,15.9151
8.19817,13.6696,16.5351
8.75762,14.4697,17.2775
9.33927,15.2522,18.1505
9.93838,15.9971,19.1599
10.5486,16.681,20.3086
11.1618,17.2768,21.5945
11.7679,17.7553,23.0099
12.355,18.0859,24.5398
12.9093,18.239,26.161
13.4157,18.1879,27.8416
13.8583,17.9122,29.5416
14.2212,17.4003,31.2142
14.4894,16.6521,32.8085
14.6499,15.6804,34.2731
14.6928,14.5113,35.56
14.6124,13.183,36.6291
14.4074,11.7427,37.4517
14.0815,10.2425,38.0127
13.6431,8.7352,38.311
13.1047,7.26959,38.359
12.4817,5.88711,38.1796
11.7918,4.61952,37.8034
11.0534,3.48804,37.2647
10.2847,2.50372,36.5986
9.50266,1.6687,35.8383
8.72264,0.978017,35.0135
7.95771,0.421601,34.1491
7.21859,-0.013878,33.2652
6.51361,-0.3434,32.3773
5.84886,-0.58235,31.4968
5.22841,-0.745613,30.6315
4.65456,-0.846987,29.7865
4.12817,-0.898848,28.9648
3.64888,-0.912,28.1678
3.21544,-0.895668,27.3959
2.82592,-0.857572,26.6489
2.47787,-0.804051,25.9259
2.16858,-0.740219,25.2259
1.89513,-0.670119,24.548
1.65454,-0.596885,23.891
1.44387,-0.522885,23.2537
1.26026,-0.449853,22.6353
1.10097,-0.379002,22.0349
0.963439,-0.311131,21.4515
0.845293,-0.246707,20.8846
0.744344,-0.185938,20.3333
0.658608,-0.128831,19.7972
0.586293,-0.0752449,19.2756
0.525798,-0.0249264,18.7681
0.475704,0.0224567,18.2742
0.43476,0.067292,17.7936
0.401872,0.110003,17.3257
0.376094,0.151037,16.8703
0.356611,0.190853,16.427
0.342731,0.229917,15.9954
0.333872,0.268697,15.5754
0.329551,0.307664,15.1664
0.329378,0.347287,14.7684
0.333043,0.38804,14.381
0.340311,0.430401,14.0039
0.351016,0.474856,13.637
0.365055,0.521906,13.2799
0.382381,0.572067,12.9324
0.403004,0.62588,12.5945
0.426985,0.683915,12.2657
0.454435,0.746776,11.9461
0.485515,0.815112,11.6353
0.520432,0.889621,11.3334
0.559447,0.971059,11.0401
0.602866,1.06025,10.7554
0.651053,1.15809,10.4793
0.704422,1.26557,10.2116
0.763451,1.38377,9.95249
0.828676,1.51388,9.70198
0.900705,1.65721,9.4602
0.980217,1.81522,9.22737
1.06797,1.98949,9.00378
1.16482,2.18179,8.78981
1.2717,2.39406,8.58601
1.38966,2.62843,8.39304
1.51986,2.88725,8.21176
1.66359,3.17309,8.04324
1.82226,3.48876,7.88886
1.99743,3.83733,7.75027
2.19083,4.22211,7.62957
2.40434,4.64669,7.5293
2.64002,5.11486,7.45261
2.90009,5.63067,7.4033
3.18697,6.19831,7.38606
3.50325,6.82205,7.40652
3.85167,7.50614,7.47152
4.23512,8.25459,7.58925
4.65656,9.07096,7.7695
5.11899,9.958,8.02386
5.62531,10.9172,8.36595
6.17821,11.9481,8.81156
6.77995,13.0477,9.37874
7.43214,14.2092,10.0877
8.13535,15.4213,10.9604
8.88875,16.6662,12.0201
9.68954,17.919,13.2897
10.5324,19.1457,14.7903
11.4088,20.3024,16.5382
12.3063,21.3353,18.5417
13.2082,22.1812,20.7966
14.0929,22.7707,23.2817
14.9342,23.0324,25.9551
15.7018,22.9008,28.7509
16.3627,22.3251,31.58
16.8833,21.279,34.3339
17.2321,19.7691,36.8937
17.3832,17.8396,39.1422
17.3192,15.571,40.9788
17.0333,13.0727,42.3325
16.5308,10.4699,43.1704
15.8285,7.8881,43.5007
14.953,5.43855,43.3674
13.9376,3.20749,42.8409
12.8196,1.25106,42.006
11.6362,-0.404375,40.9498
10.4226,-1.75791,39.7529
9.20956,-2.82763,38.4835
8.02272,-3.64378,37.1949
6.88196,-4.24274,35.9257
5.80173,-4.66231,34.7015
4.79158,-4.93865,33.5375
3.85685,-5.10438,32.4409
2.99949,-5.18778,31.4135
2.21878,-5.21257,30.4533
1.51205,-5.19821,29.5564
0.875183,-5.1603,28.718
0.303159,-5.11119,27.9328
-0.20961,-5.06047,27.1957
-0.668984,-5.01548,26.5021
-1.08087,-4.98179,25.8481
-1.45107,-4.96354,25.2302
-1.78518,-4.96376,24.6457
-2.0885,-4.98464,24.0923
-2.36601,-5.02772,23.5685
-2.62232,-5.09408,23.0729
-2.86172,-5.18444,22.6049
-3.08812,-5.29931,22.164
-3.3051,-5.43899,21.7502
-3.51593,-5.60371,21.3637
-3.7236,-5.79361,21.0051
-3.93079,-6.00879,20.6752
-4.13997,-6.24929,20.3752
-4.35336,-6.51513,20.1065
-4.57296,-6.80622,19.8707
-4.80058,-7.12243,19.6699
-5.03783,-7.46344,19.5063
-5.28614,-7.82875,19.3825
-5.54673,-8.21763,19.3012
-5.82063,-8.62897,19.2658
